0	11.6281
1	11.6281
2	11.6281
3	11.6281
4	11.6281
5	11.6802
6	11.6802
7	11.7688
8	11.8649
9	12.1391
10	12.1391
11	12.1391
12	12.1391
13	12.1391
14	12.1391
15	12.1391
16	12.1391
17	12.1391
18	12.1391
19	12.1391
20	12.1391
21	12.3597
22	12.3848
23	12.3848
24	12.3848
25	12.3848
26	12.3848
27	12.3848
28	12.3859
29	12.4637
30	12.4637
31	12.6014
32	12.6014
33	12.6014
34	12.6014
35	12.6018
36	12.6018
37	12.6018
38	12.6018
39	12.6018
40	12.6018
41	12.6018
42	12.6018
43	12.6018
44	12.6171
45	12.6171
46	12.6171
47	12.6171
48	12.6171
49	12.6171
50	12.6171
51	12.6171
52	12.6171
53	12.6171
54	12.6284
55	12.6284
56	12.6284
57	12.6285
58	12.6285
59	12.6285
60	12.6285
61	12.6321
62	12.6321
63	12.6321
64	12.6321
65	12.6321
66	12.6321
67	12.6321
68	12.6321
69	12.6321
70	12.6321
71	12.6321
72	12.6321
73	12.6321
74	12.6321
75	12.6321
76	12.6321
77	12.6321
78	12.6321
79	12.6321
80	12.6321
81	12.6321
82	12.6323
83	12.6323
84	12.6323
85	12.6323
86	12.6323
87	12.6323
88	12.6323
89	12.6323
90	12.6323
91	12.6323
92	12.6323
93	12.6323
94	12.6323
95	12.6323
96	12.6323
97	12.6323
98	12.6323
99	12.6323
100	12.6323
101	12.6323
102	12.6323
103	12.6323
104	12.6323
105	12.6328
106	12.6328
107	12.6328
108	12.6328
109	12.6328
110	12.6328
111	12.6328
112	12.6328
113	12.6328
114	12.6328
115	12.6328
116	12.6328
117	12.6328
118	12.6328
119	12.6328
120	12.6328
121	12.6328
122	12.6328
123	12.6328
124	12.6328
125	12.6328
126	12.6328
127	12.6328
128	12.6328
129	12.6328
130	12.6328
131	12.6328
132	12.6328
133	12.6328
134	12.6328
135	12.6328
136	12.6328
137	12.6328
138	12.6329
139	12.6329
140	12.6329
141	12.6329
142	12.6329
143	12.6329
144	12.6352
145	12.6352
146	12.6352
147	12.6352
148	12.6352
149	12.6352
150	12.6352
151	12.6352
152	12.6357
153	12.636
154	12.636
155	12.636
156	12.636
157	12.636
158	12.636
159	12.636
160	12.636
161	12.636
162	12.636
163	12.636
164	12.636
165	12.636
166	12.636
167	12.636
168	12.636
169	12.636
170	12.636
171	12.636
172	12.636
173	12.636
174	12.636
175	12.636
176	12.636
177	12.636
178	12.636
179	12.636
180	12.636
181	12.636
182	12.636
183	12.636
184	12.636
185	12.636
186	12.636
187	12.636
188	12.636
189	12.636
190	12.636
191	12.636
192	12.636
193	12.636
194	12.636
195	12.636
196	12.636
197	12.636
198	12.636
199	12.636
200	12.636
201	12.636
202	12.636
203	12.636
204	12.636
205	12.636
206	12.636
207	12.636
208	12.636
209	12.636
210	12.636
211	12.636
212	12.636
213	12.636
214	12.636
215	12.636
216	12.636
217	12.636
218	12.636
219	12.636
220	12.636
221	12.636
222	12.636
223	12.636
224	12.636
225	12.636
226	12.636
227	12.636
228	12.636
229	12.636
230	12.636
231	12.636
232	12.636
233	12.636
234	12.636
235	12.636
236	12.636
237	12.636
238	12.636
239	12.636
240	12.636
241	12.636
242	12.636
243	12.636
244	12.636
245	12.636
246	12.636
247	12.636
248	12.636
249	12.636
250	12.636
251	12.636
252	12.636
253	12.636
254	12.636
255	12.636
256	12.636
257	12.636
258	12.636
259	12.636
260	12.636
261	12.636
262	12.636
263	12.636
264	12.636
265	12.636
266	12.636
267	12.636
268	12.636
269	12.636
270	12.636
271	12.636
272	12.636
273	12.636
274	12.636
275	12.636
276	12.636
277	12.636
278	12.636
279	12.636
280	12.636
281	12.636
282	12.636
283	12.636
284	12.636
285	12.636
286	12.636
287	12.636
288	12.636
289	12.636
290	12.636
291	12.636
292	12.636
293	12.636
294	12.636
295	12.636
296	12.636
297	12.636
298	12.636
299	12.636
300	12.636
301	12.636
302	12.636
303	12.636
304	12.636
305	12.636
306	12.636
307	12.636
308	12.636
309	12.636
310	12.636
311	12.636
312	12.636
313	12.636
314	12.636
315	12.636
316	12.636
317	12.636
318	12.636
319	12.636
320	12.636
321	12.636
322	12.636
323	12.636
324	12.636
325	12.636
326	12.636
327	12.636
328	12.636
329	12.636
330	12.636
331	12.636
332	12.636
333	12.636
334	12.636
335	12.636
336	12.636
337	12.636
338	12.636
339	12.636
340	12.636
341	12.636
342	12.636
343	12.636
344	12.636
345	12.636
346	12.636
347	12.636
348	12.636
349	12.636
350	12.636
351	12.636
352	12.636
353	12.636
354	12.636
355	12.636
356	12.636
357	12.636
358	12.636
359	12.636
360	12.636
361	12.636
362	12.636
363	12.636
364	12.636
365	12.636
366	12.636
367	12.636
368	12.636
369	12.636
370	12.636
371	12.636
372	12.636
373	12.636
374	12.636
375	12.636
376	12.636
377	12.636
378	12.636
379	12.636
380	12.636
381	12.636
382	12.636
383	12.636
384	12.636
385	12.636
386	12.636
387	12.636
388	12.636
389	12.636
390	12.636
391	12.636
392	12.636
393	12.636
394	12.636
395	12.636
396	12.636
397	12.636
398	12.636
399	12.636
400	12.636
401	12.636
402	12.636
403	12.636
404	12.636
405	12.636
406	12.636
407	12.636
408	12.636
409	12.636
410	12.636
411	12.636
412	12.636
413	12.636
414	12.636
415	12.636
416	12.636
417	12.636
418	12.636
419	12.636
420	12.636
421	12.636
422	12.636
423	12.636
424	12.636
425	12.636
426	12.636
427	12.636
428	12.636
429	12.636
430	12.636
431	12.636
432	12.636
433	12.636
434	12.636
435	12.636
436	12.636
437	12.636
438	12.636
439	12.636
440	12.636
441	12.636
442	12.636
443	12.636
444	12.636
445	12.636
446	12.636
447	12.636
448	12.636
449	12.636
450	12.636
451	12.636
452	12.636
453	12.636
454	12.636
455	12.636
456	12.636
457	12.636
458	12.636
459	12.636
460	12.636
461	12.636
462	12.636
463	12.636
464	12.636
465	12.636
466	12.636
467	12.636
468	12.6371
469	12.6371
470	12.6371
471	12.6371
472	12.6371
